Total Trades,Profitable Trades,Loss-Making Trades,Win Rate,Average Profit per Trade,Average Loss per Trade,Risk Reward Ratio,Expectancy,Average ROR per Trade,Sharpe Ratio,Max Drawdown,Max Drawdown Percentage,CAGR,Calmar Ratio
249,153,96,0.6144578313253012,76.09542483660131,-105.54375,0.720984661210174,87.44899598393575,0.23547542075745787,13.526337052746491,0.08493076923076924,36.54992055084747,0.23547542075745787,2.772557259167604
